epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1466.27,1.32228,0.71803,1.13168,0.79428,0.85714,0.77279,0.25695,2.47111,1.07026,1.9428,0.000359924,0.000359924,0.000359924
41,1500.14,1.25493,0.69389,1.18732,0.72859,0.78571,0.6949,0.26486,2.53129,1.01765,1.97566,0.00033696,0.00033696,0.00033696
42,1531.77,1.40255,0.72314,1.25739,0.7291,0.78571,0.70963,0.28273,2.46292,0.95047,1.96502,0.000312412,0.000312412,0.000312412
43,1563.49,1.29429,0.70926,1.10701,0.7291,0.78571,0.70963,0.28273,2.46292,0.95047,1.96502,0.00028628,0.00028628,0.00028628
44,1595.05,1.54593,0.76399,1.16447,0.79478,0.85714,0.84787,0.33935,2.35,0.92621,1.89081,0.000258564,0.000258564,0.000258564
45,1627.5,1.24439,0.68756,1.22958,0.79478,0.85714,0.84787,0.33935,2.35,0.92621,1.89081,0.000229264,0.000229264,0.000229264
46,1662.4,1.4176,0.7557,1.19212,0.69304,0.71429,0.69,0.33342,2.27521,0.9061,1.84642,0.00019838,0.00019838,0.00019838
47,1701,1.22112,0.69806,1.11138,0.69304,0.71429,0.69,0.33342,2.27521,0.9061,1.84642,0.000165912,0.000165912,0.000165912
48,1737.43,1.32088,0.68127,1.16717,0.67479,0.71429,0.69135,0.32244,2.26124,0.90501,1.82328,0.00013186,0.00013186,0.00013186
49,1773.47,1.2172,0.63926,1.13967,0.67479,0.71429,0.69135,0.32244,2.26124,0.90501,1.82328,9.6224e-05,9.6224e-05,9.6224e-05
50,1808.59,1.1776,0.6609,1.1443,0.62467,0.71429,0.66925,0.30288,2.24904,0.91941,1.80389,5.9004e-05,5.9004e-05,5.9004e-05
