epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.6676,1.2248,0.71767,1.11964,0.743,0.85714,0.79259,0.27913,2.2566,1.04253,1.85193,2e-05,2e-05,2e-05
2,66.0493,1.47999,0.70809,1.2815,0.67562,0.78571,0.73249,0.25619,2.31693,1.05165,1.89227,5.8812e-05,5.8812e-05,5.8812e-05
3,94.7411,1.21847,0.62944,1.09962,0.73865,0.85714,0.80129,0.25479,2.37417,1.07301,1.97004,9.604e-05,9.604e-05,9.604e-05
4,122.771,1.33426,0.66181,1.29718,0.67798,0.78571,0.69295,0.24432,2.36047,1.07624,1.95892,0.000131684,0.000131684,0.000131684
5,151.096,1.37869,0.74788,1.13476,0.63061,0.71429,0.64843,0.24427,2.39845,1.06142,1.98291,0.000165744,0.000165744,0.000165744
6,178.95,1.38712,0.68766,1.20525,0.71461,0.78571,0.71518,0.24994,2.38216,0.95591,1.93233,0.00019822,0.00019822,0.00019822
7,207.163,1.58928,0.72892,1.33896,0.72685,0.78571,0.70726,0.26239,2.35959,0.88014,1.95832,0.000229112,0.000229112,0.000229112
8,234.893,1.56015,0.68954,1.29755,0.77188,0.78571,0.72246,0.25793,2.36314,0.91455,1.99098,0.00025842,0.00025842,0.00025842
9,263.583,1.33351,0.61995,1.1313,0.77717,0.78571,0.75604,0.26749,2.37785,0.92408,2.02104,0.000286144,0.000286144,0.000286144
10,292.435,1.36611,0.6749,1.09325,0.77656,0.78571,0.72977,0.24793,2.34074,0.9067,2.02375,0.000312284,0.000312284,0.000312284
11,320.294,1.35723,0.68495,1.15406,0.70561,0.71429,0.56582,0.23353,2.40595,0.88927,2.08023,0.00033684,0.00033684,0.00033684
12,347.88,1.36653,0.67981,1.20984,0.70405,0.71429,0.55775,0.20965,2.47115,0.8917,2.13813,0.000359812,0.000359812,0.000359812
13,375.863,1.74274,0.80779,1.34652,0.7035,0.71429,0.56248,0.19947,2.50965,0.91988,2.17276,0.0003812,0.0003812,0.0003812
14,403.814,1.31338,0.64399,1.07227,0.70508,0.71429,0.60274,0.21325,2.53637,0.93793,2.18804,0.000401004,0.000401004,0.000401004
15,431.596,1.37899,0.67567,1.17679,0.78326,0.78571,0.72425,0.23365,2.50174,0.94181,2.1434,0.000419224,0.000419224,0.000419224
16,459.215,1.29819,0.63371,1.15815,0.78434,0.77975,0.6615,0.21866,2.53684,0.9719,2.16149,0.00043586,0.00043586,0.00043586
17,487.272,1.45949,0.70637,1.13317,0.77303,0.78571,0.73833,0.23545,2.45237,0.93386,2.11076,0.000450912,0.000450912,0.000450912
18,515.567,1.46562,0.69515,1.18388,0.79628,0.78571,0.74764,0.27147,2.31365,0.9103,1.98872,0.00046438,0.00046438,0.00046438
19,543.616,1.63218,0.86732,1.2067,0.84445,0.78571,0.76268,0.31338,2.24091,0.9534,1.93246,0.000476264,0.000476264,0.000476264
20,572.015,1.34755,0.64814,1.17484,0.77542,0.78571,0.79859,0.30525,2.17229,0.94462,1.9001,0.000486564,0.000486564,0.000486564
21,600.327,1.28862,0.68816,1.09494,0.77701,0.78571,0.70136,0.2825,2.23464,0.9289,1.91517,0.00049528,0.00049528,0.00049528
22,628.304,1.44668,0.69438,1.09132,0.82568,0.78571,0.68255,0.27206,2.33718,0.97084,1.95443,0.000502412,0.000502412,0.000502412
23,656.066,1.37438,0.6511,1.15925,0.82629,0.78571,0.71086,0.28109,2.3714,1.00757,1.97057,0.00050796,0.00050796,0.00050796
24,683.892,1.354,0.65991,1.16282,0.90211,0.85714,0.83787,0.30592,2.3378,0.97052,1.89616,0.000511924,0.000511924,0.000511924
25,712.412,1.39284,0.73107,1.09445,0.82052,0.78571,0.75029,0.29381,2.23036,0.91896,1.81773,0.000514304,0.000514304,0.000514304
26,740.398,1.16325,0.64801,1.07445,0.80196,0.78571,0.75116,0.31093,2.35352,0.91686,1.93328,0.0005151,0.0005151,0.0005151
27,768.08,1.32594,0.65394,1.15871,0.82757,0.78571,0.74172,0.29549,2.38383,0.93085,1.97864,0.000514312,0.000514312,0.000514312
28,796.158,1.22781,0.66771,1.14968,0.82757,0.78571,0.74172,0.29549,2.38383,0.93085,1.97864,0.00051194,0.00051194,0.00051194
29,823.798,1.33443,0.67866,1.15961,0.81811,0.78571,0.74294,0.29134,2.36407,0.99728,2.00075,0.000507984,0.000507984,0.000507984
30,851.53,1.2301,0.63353,1.07164,0.84901,0.85714,0.83547,0.2702,2.43882,1.16747,2.03859,0.000502444,0.000502444,0.000502444
31,879.23,1.31608,0.67375,1.07453,0.84901,0.85714,0.83547,0.2702,2.43882,1.16747,2.03859,0.00049532,0.00049532,0.00049532
