epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,906.907,1.23063,0.60962,1.04155,0.75887,0.78571,0.68763,0.24736,2.51257,1.02181,2.13986,0.000486612,0.000486612,0.000486612
33,934.873,1.23601,0.60285,1.05645,0.75238,0.78571,0.67671,0.25684,2.48362,0.9452,2.14157,0.00047632,0.00047632,0.00047632
34,962.561,1.39938,0.69685,1.19072,0.75238,0.78571,0.67671,0.25684,2.48362,0.9452,2.14157,0.000464444,0.000464444,0.000464444
35,991.211,1.35519,0.63855,1.23675,0.86191,0.85714,0.82428,0.30343,2.36117,0.98674,2.02466,0.000450984,0.000450984,0.000450984
36,1019.24,1.26159,0.62714,1.06428,0.9073,0.85714,0.82284,0.29292,2.31515,1.15246,1.93924,0.00043594,0.00043594,0.00043594
37,1047.35,0.9613,0.55553,1.00476,0.9073,0.85714,0.82284,0.29292,2.31515,1.15246,1.93924,0.000419312,0.000419312,0.000419312
38,1076.76,1.15725,0.61656,1.06134,0.85546,0.84623,0.80914,0.28802,2.30581,1.17496,1.94573,0.0004011,0.0004011,0.0004011
39,1106.35,1.16531,0.65002,1.07449,0.85333,0.85714,0.80853,0.2684,2.26971,1.01781,1.96906,0.000381304,0.000381304,0.000381304
40,1135.23,1.25129,0.66304,1.08403,0.85333,0.85714,0.80853,0.2684,2.26971,1.01781,1.96906,0.000359924,0.000359924,0.000359924
41,1164.12,1.08066,0.60287,1.07233,0.85486,0.78571,0.82184,0.28268,2.33561,0.93512,2.07269,0.00033696,0.00033696,0.00033696
42,1192.75,1.12128,0.59994,1.1177,0.92249,0.85065,0.83009,0.27998,2.28091,0.87257,2.10992,0.000312412,0.000312412,0.000312412
43,1226.26,1.21152,0.61982,1.06746,0.92249,0.85065,0.83009,0.27998,2.28091,0.87257,2.10992,0.00028628,0.00028628,0.00028628
44,1254.43,1.08338,0.60624,1.00174,0.87366,0.78571,0.77386,0.29613,2.25522,0.85479,2.1201,0.000258564,0.000258564,0.000258564
45,1285.52,1.02903,0.55546,1.1123,0.87366,0.78571,0.77386,0.29613,2.25522,0.85479,2.1201,0.000229264,0.000229264,0.000229264
46,1315.11,1.22573,0.62498,1.13552,0.82691,0.71429,0.70028,0.27344,2.27709,0.88059,2.14125,0.00019838,0.00019838,0.00019838
47,1343.37,1.17217,0.57837,1.11187,0.82691,0.71429,0.70028,0.27344,2.27709,0.88059,2.14125,0.000165912,0.000165912,0.000165912
48,1371.42,1.03475,0.57785,1.02964,0.82655,0.68232,0.70463,0.28092,2.3176,0.90837,2.16516,0.00013186,0.00013186,0.00013186
49,1399.84,1.01131,0.55302,0.98773,0.82655,0.68232,0.70463,0.28092,2.3176,0.90837,2.16516,9.6224e-05,9.6224e-05,9.6224e-05
50,1428.01,1.19206,0.59483,1.1196,0.72402,0.71429,0.69395,0.27816,2.32449,0.91428,2.17665,5.9004e-05,5.9004e-05,5.9004e-05
