epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,138.481,1.02783,0.59444,1.03049,0.66534,0.4,0.39594,0.24249,2.349,1.2084,2.07389,0.000172084,0.000172084,0.000172084
13,149.339,1.10542,0.6808,1.07415,0.65939,0.4,0.39592,0.24171,2.34078,1.15114,2.04226,0.000182976,0.000182976,0.000182976
14,159.948,0.94613,0.56099,1.02662,0.74754,0.4,0.39592,0.24023,2.40133,1.16434,2.16158,0.000193076,0.000193076,0.000193076
15,170.594,1.21463,0.76611,1.19057,0.85142,0.4,0.39589,0.21995,2.44548,1.15925,2.22057,0.000202384,0.000202384,0.000202384
16,181.587,0.99402,0.66332,1.03605,0.82763,0.4,0.3959,0.25752,2.4708,1.16906,2.21859,0.0002109,0.0002109,0.0002109
17,192.307,1.07815,0.62715,1.08627,0.74084,0.4,0.39591,0.26019,2.52397,1.14473,2.3035,0.000218624,0.000218624,0.000218624
18,203.803,1.12013,0.75169,1.21561,0.74084,0.4,0.39591,0.26019,2.52397,1.14473,2.3035,0.000225556,0.000225556,0.000225556
19,215.648,1.00178,0.5362,1.04223,0.76719,0.4,0.39613,0.23721,2.44381,1.05333,2.21456,0.000231696,0.000231696,0.000231696
20,226.27,0.99074,0.68899,1.12999,0.76719,0.4,0.39613,0.23721,2.44381,1.05333,2.21456,0.000237044,0.000237044,0.000237044
21,237.186,1.18687,0.6956,1.25854,0.65446,0.4,0.39677,0.25768,2.3207,0.93933,2.02975,0.0002416,0.0002416,0.0002416
22,248.115,0.9725,0.67564,1.05317,0.65446,0.4,0.39677,0.25768,2.3207,0.93933,2.02975,0.000245364,0.000245364,0.000245364
23,259.873,0.95507,0.55436,1.0109,0.59388,0.4,0.32992,0.19795,2.27734,0.88018,1.9444,0.000248336,0.000248336,0.000248336
24,270.634,1.10581,0.5853,0.99014,0.59388,0.4,0.32992,0.19795,2.27734,0.88018,1.9444,0.000250516,0.000250516,0.000250516
25,281.271,1.01726,0.61293,0.99645,0.59259,0.6,0.44987,0.20991,2.28284,0.88754,1.95161,0.000251904,0.000251904,0.000251904
26,291.792,0.95086,0.60941,1.04041,0.59259,0.6,0.44987,0.20991,2.28284,0.88754,1.95161,0.0002525,0.0002525,0.0002525
27,303.346,1.28098,0.78583,1.31544,0.59299,0.6,0.44988,0.22814,2.28891,0.92056,2.02661,0.000252304,0.000252304,0.000252304
28,317.002,1.04528,0.62728,1.00871,0.59299,0.6,0.44988,0.22814,2.28891,0.92056,2.02661,0.000251316,0.000251316,0.000251316
29,331.467,0.83934,0.53654,0.9477,0.59331,0.6,0.45022,0.24175,2.28442,0.89569,2.10712,0.000249536,0.000249536,0.000249536
30,344.661,1.01507,0.67482,1.20308,0.59331,0.6,0.45022,0.24175,2.28442,0.89569,2.10712,0.000246964,0.000246964,0.000246964
31,357.089,0.79729,0.51559,0.95884,0.59358,0.6,0.43741,0.24576,2.2126,0.93547,2.07182,0.0002436,0.0002436,0.0002436
32,369.558,0.74465,0.50746,0.95022,0.59358,0.6,0.43741,0.24576,2.2126,0.93547,2.07182,0.000239444,0.000239444,0.000239444
33,382.39,0.9589,0.62729,1.06369,0.59337,0.6,0.4378,0.24604,2.22674,1.00323,2.07396,0.000234496,0.000234496,0.000234496
34,394.851,0.9265,0.66221,0.9251,0.59337,0.6,0.4378,0.24604,2.22674,1.00323,2.07396,0.000228756,0.000228756,0.000228756
35,406.792,0.84766,0.55034,0.90122,0.59328,0.6,0.43875,0.23273,2.30216,0.94034,2.16813,0.000222224,0.000222224,0.000222224
36,417.803,0.6802,0.45307,0.92205,0.59328,0.6,0.43875,0.23273,2.30216,0.94034,2.16813,0.0002149,0.0002149,0.0002149
37,428.824,1.13453,0.54765,1.00516,0.49748,0.4,0.4006,0.2801,2.33201,1.03052,2.20618,0.000206784,0.000206784,0.000206784
38,439.693,1.12615,0.67923,1.08289,0.49748,0.4,0.4006,0.2801,2.33201,1.03052,2.20618,0.000197876,0.000197876,0.000197876
39,451.173,0.95499,0.61369,0.99758,0.83168,0.4,0.40235,0.26114,2.35997,1.04522,2.25123,0.000188176,0.000188176,0.000188176
40,462.974,0.86029,0.5203,0.96965,0.83168,0.4,0.40235,0.26114,2.35997,1.04522,2.25123,0.000177684,0.000177684,0.000177684
41,475.593,0.87522,0.51687,0.93375,0.5929,0.6,0.52391,0.27419,2.4017,1.01463,2.29476,0.0001664,0.0001664,0.0001664
42,487.795,0.89312,0.52705,0.9515,0.5929,0.6,0.52391,0.27419,2.4017,1.01463,2.29476,0.000154324,0.000154324,0.000154324
43,507.831,0.9182,0.52471,1.13733,0.59249,0.6,0.52525,0.2608,2.44841,0.92349,2.375,0.000141456,0.000141456,0.000141456
44,525.348,0.86833,0.49175,0.93911,0.59249,0.6,0.52525,0.2608,2.44841,0.92349,2.375,0.000127796,0.000127796,0.000127796
45,543.867,0.78621,0.55285,1.01182,0.59246,0.6,0.5273,0.25613,2.45112,0.8298,2.38023,0.000113344,0.000113344,0.000113344
46,560.456,0.98697,0.57664,0.971,0.59246,0.6,0.5273,0.25613,2.45112,0.8298,2.38023,9.81e-05,9.81e-05,9.81e-05
47,580.551,0.78153,0.47591,0.87547,0.5923,0.6,0.52964,0.25768,2.43172,0.80067,2.35987,8.2064e-05,8.2064e-05,8.2064e-05
48,598.817,0.82707,0.51892,1.08301,0.5923,0.6,0.52964,0.25768,2.43172,0.80067,2.35987,6.5236e-05,6.5236e-05,6.5236e-05
49,613.419,0.76549,0.50432,1.05962,0.59224,0.6,0.53162,0.25899,2.41886,0.792,2.33902,4.7616e-05,4.7616e-05,4.7616e-05
50,625.108,0.73396,0.50726,0.93409,0.59224,0.6,0.53162,0.25899,2.41886,0.792,2.33902,2.9204e-05,2.9204e-05,2.9204e-05
