epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1325.3,1.54454,0.88554,1.40006,0.66659,0.73171,0.72129,0.29199,2.13052,1.15552,1.8268,0.0007328,0.0007328,0.0007328
34,1362.08,1.62916,0.92218,1.50935,0.81704,0.53659,0.72336,0.27297,2.13859,1.35328,1.83342,0.0006932,0.0006932,0.0006932
35,1401.46,1.62631,0.91745,1.42898,0.78284,0.52776,0.6658,0.27443,2.14295,1.48547,1.80565,0.0006536,0.0006536,0.0006536
36,1440.01,1.65626,0.90249,1.4651,0.68729,0.73171,0.75759,0.30661,2.02425,1.02394,1.70968,0.000614,0.000614,0.000614
37,1482.86,1.64056,0.87355,1.46219,0.89332,0.81709,0.84489,0.32052,2.03989,0.83865,1.70896,0.0005744,0.0005744,0.0005744
38,1515.7,1.56567,0.85855,1.47246,0.81577,0.85366,0.83366,0.34731,2.02967,0.78616,1.6694,0.0005348,0.0005348,0.0005348
39,1552.8,1.45003,0.82334,1.43113,0.87348,0.85366,0.86376,0.33951,1.9695,0.8211,1.62466,0.0004952,0.0004952,0.0004952
40,1587.66,1.40684,0.79426,1.31076,0.81033,0.87805,0.83694,0.35357,1.92574,0.86213,1.58839,0.0004556,0.0004556,0.0004556
41,1628.12,1.58396,0.83629,1.53791,0.81061,0.83524,0.82027,0.34622,1.93665,0.81397,1.60112,0.000416,0.000416,0.000416
42,1664.71,1.54507,0.77494,1.45963,0.85639,0.82927,0.83652,0.35251,1.9947,0.78487,1.62535,0.0003764,0.0003764,0.0003764
43,1704,1.56148,0.79602,1.4749,0.85529,0.80488,0.84253,0.36144,1.97866,0.78516,1.6126,0.0003368,0.0003368,0.0003368
44,1736.65,1.50295,0.74818,1.4278,0.85196,0.84234,0.8485,0.37465,1.90004,0.79253,1.5761,0.0002972,0.0002972,0.0002972
45,1771.85,1.38085,0.71163,1.35274,0.85275,0.84762,0.84943,0.37336,1.86528,0.80526,1.57338,0.0002576,0.0002576,0.0002576
46,1806.36,1.42814,0.6826,1.32795,0.82376,0.82927,0.8503,0.37726,1.89543,0.8104,1.59389,0.000218,0.000218,0.000218
47,1846.46,1.42942,0.74669,1.43353,0.84368,0.82927,0.85383,0.36757,1.91908,0.82224,1.60801,0.0001784,0.0001784,0.0001784
48,1878.5,1.36404,0.65931,1.35996,0.76912,0.78049,0.83042,0.36836,1.9566,0.825,1.61647,0.0001388,0.0001388,0.0001388
49,1915.69,1.3532,0.65864,1.32156,0.78705,0.78049,0.81184,0.35449,1.98053,0.82072,1.62451,9.92e-05,9.92e-05,9.92e-05
50,1953.25,1.37755,0.63361,1.38184,0.79299,0.78049,0.81426,0.35387,1.99434,0.81995,1.62735,5.96e-05,5.96e-05,5.96e-05
