epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,293.2,1.83145,1.23376,1.47492,0.95326,0.21951,0.23427,0.09357,2.3439,2.88998,2.18564,0.00128658,0.00128658,0.00128658
16,321.271,1.82083,1.20251,1.49884,0.88875,0.38974,0.46872,0.20332,2.18057,1.70628,2.02349,0.0013357,0.0013357,0.0013357
17,343.965,1.79037,1.05973,1.49266,0.76763,0.58537,0.63465,0.25716,2.16012,1.4608,2.27064,0.0013664,0.0013664,0.0013664
18,363.545,1.7039,0.97841,1.45472,0.70913,0.5122,0.57641,0.24831,2.05328,1.47938,1.99918,0.0013268,0.0013268,0.0013268
19,383.726,1.81214,1.0821,1.50364,0.55595,0.56098,0.50367,0.2017,2.04336,1.82703,1.78394,0.0012872,0.0012872,0.0012872
20,404.398,1.69062,0.99462,1.40747,0.7804,0.5122,0.56951,0.23775,1.91773,2.46411,1.60501,0.0012476,0.0012476,0.0012476
21,426.228,1.7108,1.05204,1.46768,0.68255,0.56098,0.5953,0.21789,1.95574,2.31002,1.64929,0.001208,0.001208,0.001208
22,448.252,1.83403,1.03676,1.55393,0.93537,0.706,0.76292,0.33566,1.90908,1.59332,1.5382,0.0011684,0.0011684,0.0011684
23,493.098,1.80485,1.04357,1.50236,0.93439,0.69488,0.7584,0.32236,1.96095,1.71797,1.54255,0.0011288,0.0011288,0.0011288
24,527.327,1.67779,0.96132,1.46497,0.81023,0.72902,0.79522,0.34339,1.86015,1.21804,1.53915,0.0010892,0.0010892,0.0010892
25,559.211,1.65301,0.99885,1.43265,0.8516,0.8399,0.77295,0.29564,1.81343,2.24775,1.49169,0.0010496,0.0010496,0.0010496
26,588.39,1.61672,0.96501,1.34324,0.84557,0.80134,0.7571,0.31734,1.8701,1.10311,1.50158,0.00101,0.00101,0.00101
27,611.714,1.66126,0.96976,1.48573,0.82311,0.7946,0.78336,0.32652,1.92901,1.08857,1.51589,0.0009704,0.0009704,0.0009704
28,646.892,1.67566,0.96563,1.40714,0.78875,0.81976,0.81673,0.31795,1.9919,1.03584,1.52171,0.0009308,0.0009308,0.0009308
29,670.12,1.68846,1.01531,1.44784,0.77677,0.84877,0.82264,0.30284,2.01671,1.04931,1.51264,0.0008912,0.0008912,0.0008912
30,694.046,1.54879,0.85517,1.31345,0.8008,0.82927,0.84712,0.34895,1.85888,1.09513,1.41598,0.0008516,0.0008516,0.0008516
31,717.374,1.54297,0.86363,1.34824,0.8193,0.77425,0.80512,0.3391,1.80876,1.0837,1.41202,0.000812,0.000812,0.000812
32,736.201,1.65993,0.9509,1.40332,0.7261,0.7113,0.7436,0.30491,2.03473,1.03027,1.53905,0.0007724,0.0007724,0.0007724
33,754.347,1.56286,0.86136,1.34538,0.81509,0.75269,0.77075,0.29858,2.03218,1.10111,1.54285,0.0007328,0.0007328,0.0007328
34,773.233,1.58143,0.89185,1.39117,0.75317,0.73171,0.73546,0.28415,2.09065,1.01405,1.56478,0.0006932,0.0006932,0.0006932
35,794.718,1.6261,0.88604,1.3472,0.67705,0.71601,0.72058,0.28507,2.15313,0.95743,1.58463,0.0006536,0.0006536,0.0006536
36,815.224,1.66924,0.88302,1.4149,0.73055,0.73171,0.72395,0.31213,2.0378,0.90508,1.52587,0.000614,0.000614,0.000614
37,830.317,1.60012,0.86752,1.38208,0.81137,0.7561,0.76381,0.32323,2.05155,0.88962,1.55317,0.0005744,0.0005744,0.0005744
38,848.77,1.47973,0.8373,1.37637,0.82313,0.80488,0.83221,0.33953,2.04685,0.8621,1.52944,0.0005348,0.0005348,0.0005348
39,872.988,1.44606,0.80193,1.32344,0.90932,0.82927,0.86993,0.34489,1.99573,0.88145,1.51219,0.0004952,0.0004952,0.0004952
40,891.015,1.41708,0.75874,1.23105,0.86269,0.85366,0.88068,0.36244,1.97483,0.87864,1.48089,0.0004556,0.0004556,0.0004556
41,914.487,1.56987,0.87853,1.44463,0.90679,0.85366,0.88526,0.36936,1.98514,0.86857,1.48201,0.000416,0.000416,0.000416
42,952.787,1.4592,0.79741,1.3119,0.86956,0.81314,0.86763,0.35727,1.95219,0.83718,1.47065,0.0003764,0.0003764,0.0003764
43,975.259,1.49627,0.80585,1.3778,0.89464,0.82841,0.8705,0.37642,1.89791,0.82085,1.45805,0.0003368,0.0003368,0.0003368
44,998.488,1.45626,0.75345,1.34185,0.83957,0.766,0.84842,0.3748,1.87146,0.80705,1.44893,0.0002972,0.0002972,0.0002972
45,1023.64,1.41605,0.72177,1.29149,0.8328,0.78049,0.8562,0.39422,1.8502,0.80559,1.44067,0.0002576,0.0002576,0.0002576
46,1050.61,1.35857,0.66752,1.27462,0.84165,0.80488,0.86808,0.397,1.83736,0.80157,1.43635,0.000218,0.000218,0.000218
47,1077.53,1.36108,0.71378,1.33866,0.84789,0.82927,0.86567,0.39062,1.84441,0.78423,1.44232,0.0001784,0.0001784,0.0001784
48,1104.1,1.33557,0.6515,1.25941,0.89107,0.85366,0.88491,0.37674,1.88525,0.76958,1.45183,0.0001388,0.0001388,0.0001388
49,1119.66,1.30859,0.64258,1.2441,0.8689,0.82927,0.85464,0.3766,1.89692,0.75533,1.45055,9.92e-05,9.92e-05,9.92e-05
50,1135.19,1.30291,0.60851,1.28123,0.87168,0.82841,0.85541,0.37014,1.90647,0.74402,1.45534,5.96e-05,5.96e-05,5.96e-05
