epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,607.798,1.74127,0.97917,1.25767,0.58806,0.75,0.64544,0.35191,1.61787,1.18969,1.64426,0.000478888,0.000478888,0.000478888
64,617.074,0.95385,0.77033,0.91225,0.58806,0.75,0.64544,0.35191,1.61787,1.18969,1.64426,0.000474138,0.000474138,0.000474138
65,626.32,0.90845,0.80304,0.94663,0.58806,0.75,0.64544,0.35191,1.61787,1.18969,1.64426,0.000468992,0.000468992,0.000468992
66,635.755,1.02452,0.72272,0.96325,0.76049,0.5,0.49561,0.34646,1.69157,1.14685,1.77483,0.00046345,0.00046345,0.00046345
67,645.351,1.02893,0.70555,1.21648,0.76049,0.5,0.49561,0.34646,1.69157,1.14685,1.77483,0.000457512,0.000457512,0.000457512
68,654.788,1.12719,0.61324,0.98624,0.76049,0.5,0.49561,0.34646,1.69157,1.14685,1.77483,0.000451178,0.000451178,0.000451178
69,664.042,0.86761,0.72846,0.99886,0.75331,0.5,0.49565,0.29692,1.81593,1.21613,1.96105,0.000444448,0.000444448,0.000444448
70,673.665,1.11593,0.66463,0.97571,0.75331,0.5,0.49565,0.29692,1.81593,1.21613,1.96105,0.000437322,0.000437322,0.000437322
71,683.192,1.19957,0.86439,1.10703,0.75331,0.5,0.49565,0.29692,1.81593,1.21613,1.96105,0.0004298,0.0004298,0.0004298
72,692.401,1.00873,0.80573,1.00872,0.85668,0.5,0.49572,0.27532,1.94045,1.37128,2.09242,0.000421882,0.000421882,0.000421882
73,702.07,1.05825,0.57809,0.98596,0.85668,0.5,0.49572,0.27532,1.94045,1.37128,2.09242,0.000413568,0.000413568,0.000413568
74,711.298,1.02127,0.69497,0.95555,0.85668,0.5,0.49572,0.27532,1.94045,1.37128,2.09242,0.000404858,0.000404858,0.000404858
75,720.027,1.02909,0.68314,1.00365,0.90154,0.5,0.49587,0.27893,2.00955,1.2044,2.13155,0.000395752,0.000395752,0.000395752
76,728.573,0.99923,0.66742,0.97611,0.90154,0.5,0.49587,0.27893,2.00955,1.2044,2.13155,0.00038625,0.00038625,0.00038625
77,737.147,1.24995,0.7251,0.96765,0.90154,0.5,0.49587,0.27893,2.00955,1.2044,2.13155,0.000376352,0.000376352,0.000376352
78,745.979,0.85066,0.6227,0.9689,0.93285,0.5,0.49598,0.29714,1.93129,0.93599,2.10999,0.000366058,0.000366058,0.000366058
79,755.78,0.88102,0.60907,0.98133,0.93285,0.5,0.49598,0.29714,1.93129,0.93599,2.10999,0.000355368,0.000355368,0.000355368
80,765.299,0.97056,0.74316,1.03599,0.93285,0.5,0.49598,0.29714,1.93129,0.93599,2.10999,0.000344282,0.000344282,0.000344282
81,774.539,0.98809,0.62501,0.93604,0.93533,0.5,0.49606,0.29719,2.04034,1.26133,2.17158,0.0003328,0.0003328,0.0003328
82,783.81,0.9913,0.62899,0.99094,0.93533,0.5,0.49606,0.29719,2.04034,1.26133,2.17158,0.000320922,0.000320922,0.000320922
83,793.035,1.00919,0.62132,1.0115,0.93533,0.5,0.49606,0.29719,2.04034,1.26133,2.17158,0.000308648,0.000308648,0.000308648
84,802.473,0.89902,0.52756,0.89637,0.915,0.5,0.49612,0.27265,2.09289,1.39905,2.15879,0.000295978,0.000295978,0.000295978
85,812.271,1.26882,0.9966,1.07448,0.915,0.5,0.49612,0.27265,2.09289,1.39905,2.15879,0.000282912,0.000282912,0.000282912
86,822.033,0.95751,0.72715,1.02936,0.915,0.5,0.49612,0.27265,2.09289,1.39905,2.15879,0.00026945,0.00026945,0.00026945
87,831.597,1.00709,0.64054,0.95839,0.915,0.5,0.49612,0.27265,2.09289,1.39905,2.15879,0.000255592,0.000255592,0.000255592
88,841.299,0.88837,0.64998,0.9511,0.8847,0.5,0.49616,0.2977,2.09794,1.51998,2.07663,0.000241338,0.000241338,0.000241338
89,850.542,0.86655,0.71829,1.06621,0.8847,0.5,0.49616,0.2977,2.09794,1.51998,2.07663,0.000226688,0.000226688,0.000226688
90,860.21,1.08735,0.63606,0.95793,0.8847,0.5,0.49616,0.2977,2.09794,1.51998,2.07663,0.000211642,0.000211642,0.000211642
91,869.591,1.12127,0.78225,1.03568,0.8847,0.5,0.49616,0.2977,2.09794,1.51998,2.07663,0.0001962,0.0001962,0.0001962
92,879.137,0.86749,0.67601,0.9457,0.85558,0.5,0.49617,0.29726,2.05683,1.48865,1.94909,0.000180362,0.000180362,0.000180362
93,888.45,0.89972,0.60163,1.01978,0.85558,0.5,0.49617,0.29726,2.05683,1.48865,1.94909,0.000164128,0.000164128,0.000164128
94,897.823,0.91035,0.60177,0.87765,0.85558,0.5,0.49617,0.29726,2.05683,1.48865,1.94909,0.000147498,0.000147498,0.000147498
95,906.941,0.97139,0.75469,0.97225,0.85558,0.5,0.49617,0.29726,2.05683,1.48865,1.94909,0.000130472,0.000130472,0.000130472
96,916.373,0.75466,0.63186,0.9997,0.8444,0.5,0.49623,0.2973,2.04441,1.36265,1.9093,0.00011305,0.00011305,0.00011305
97,925.497,0.76742,0.65491,0.93069,0.8444,0.5,0.49623,0.2973,2.04441,1.36265,1.9093,9.5232e-05,9.5232e-05,9.5232e-05
98,934.672,1.02787,0.69173,0.96319,0.8444,0.5,0.49623,0.2973,2.04441,1.36265,1.9093,7.7018e-05,7.7018e-05,7.7018e-05
99,943.843,1.00425,0.65508,1.0776,0.8444,0.5,0.49623,0.2973,2.04441,1.36265,1.9093,5.8408e-05,5.8408e-05,5.8408e-05
100,953.309,0.89854,0.74295,0.95557,0.84837,0.5,0.49625,0.28516,2.00271,1.27128,1.86504,3.9402e-05,3.9402e-05,3.9402e-05
